Matchday,Planned Kickoff,Actual Kickoff,Home Team,Away Team,Home Team Code,Away Team Code,Home Score Fulltime,Away Score Fulltime,Home Score Halftime,Away Score Halftime,Match Status,Match ID
1,2025-08-22T18:30:00+0000,2025-08-22T18:31:27+0000,FC Bayern München,RB Leipzig,FCB,RBL,6,0,3,0,FINAL_WHISTLE,DFL-MAT-J041U6
1,2025-08-23T13:30:00+0000,2025-08-23T13:30:01+0000,Bayer 04 Leverkusen,TSG Hoffenheim,B04,TSG,1,2,1,1,FINAL_WHISTLE,DFL-MAT-J041U7
1,2025-08-23T13:30:00+0000,2025-08-23T13:30:02+0000,Eintracht Frankfurt,SV Werder Bremen,SGE,SVW,4,1,2,0,FINAL_WHISTLE,DFL-MAT-J041U8
1,2025-08-23T13:30:00+0000,2025-08-23T13:30:02+0000,Sport-Club Freiburg,FC Augsburg,SCF,FCA,1,3,0,3,FINAL_WHISTLE,DFL-MAT-J041U9
1,2025-08-23T13:30:00+0000,2025-08-23T13:30:11+0000,1. FC Union Berlin,VfB Stuttgart,FCU,VFB,2,1,2,0,FINAL_WHISTLE,DFL-MAT-J041UC
1,2025-08-23T13:30:00+0000,2025-08-23T13:30:09+0000,1. FC Heidenheim 1846,VfL Wolfsburg,FCH,WOB,1,3,1,1,FINAL_WHISTLE,DFL-MAT-J041UE
1,2025-08-23T16:30:00+0000,2025-08-23T16:30:07+0000,FC St. Pauli,Borussia Dortmund,STP,BVB,3,3,0,1,FINAL_WHISTLE,DFL-MAT-J041UD
1,2025-08-24T13:30:00+0000,2025-08-24T13:29:59+0000,1. FSV Mainz 05,1. FC Köln,M05,KOE,0,1,0,0,FINAL_WHISTLE,DFL-MAT-J041UA
1,2025-08-24T15:30:00+0000,2025-08-24T15:30:19+0000,Borussia Mönchengladbach,Hamburger SV,BMG,HSV,0,0,0,0,FINAL_WHISTLE,DFL-MAT-J041UB
2,2025-08-29T18:30:00+0000,2025-08-29T18:30:00+0000,Hamburger SV,FC St. Pauli,HSV,STP,0,2,0,1,FINAL_WHISTLE,DFL-MAT-J041UN
2,2025-08-30T13:30:00+0000,2025-08-30T13:30:02+0000,RB Leipzig,1. FC Heidenheim 1846,RBL,FCH,2,0,0,0,FINAL_WHISTLE,DFL-MAT-J041UG
2,2025-08-30T13:30:00+0000,2025-08-30T13:30:01+0000,SV Werder Bremen,Bayer 04 Leverkusen,SVW,B04,3,3,1,2,FINAL_WHISTLE,DFL-MAT-J041UH
2,2025-08-30T13:30:00+0000,2025-08-30T13:30:08+0000,VfB Stuttgart,Borussia Mönchengladbach,VFB,BMG,1,0,0,0,FINAL_WHISTLE,DFL-MAT-J041UI
2,2025-08-30T13:30:00+0000,2025-08-30T13:29:58+0000,TSG Hoffenheim,Eintracht Frankfurt,TSG,SGE,1,3,0,2,FINAL_WHISTLE,DFL-MAT-J041UL
2,2025-08-30T16:30:00+0000,2025-08-30T16:30:01+0000,FC Augsburg,FC Bayern München,FCA,FCB,2,3,0,2,FINAL_WHISTLE,DFL-MAT-J041UK
2,2025-08-31T13:30:00+0000,2025-08-31T13:30:25+0000,VfL Wolfsburg,1. FSV Mainz 05,WOB,M05,1,1,1,0,FINAL_WHISTLE,DFL-MAT-J041UJ
2,2025-08-31T15:30:00+0000,2025-08-31T15:30:02+0000,Borussia Dortmund,1. FC Union Berlin,BVB,FCU,3,0,1,0,FINAL_WHISTLE,DFL-MAT-J041UF
2,2025-08-31T17:30:00+0000,2025-08-31T17:31:43+0000,1. FC Köln,Sport-Club Freiburg,KOE,SCF,4,1,1,0,FINAL_WHISTLE,DFL-MAT-J041UM
3,2025-09-12T18:30:00+0000,2025-09-12T18:30:07+0000,Bayer 04 Leverkusen,Eintracht Frankfurt,B04,SGE,3,1,2,0,FINAL_WHISTLE,DFL-MAT-J041UP
3,2025-09-13T13:30:00+0000,2025-09-13T13:30:00+0000,Sport-Club Freiburg,VfB Stuttgart,SCF,VFB,3,1,0,1,FINAL_WHISTLE,DFL-MAT-J041UQ
3,2025-09-13T13:30:00+0000,2025-09-13T13:30:02+0000,1. FSV Mainz 05,RB Leipzig,M05,RBL,0,1,0,1,FINAL_WHISTLE,DFL-MAT-J041UR
3,2025-09-13T13:30:00+0000,2025-09-13T13:30:18+0000,VfL Wolfsburg,1. FC Köln,WOB,KOE,3,3,1,1,FINAL_WHISTLE,DFL-MAT-J041UT
3,2025-09-13T13:30:00+0000,2025-09-13T13:30:01+0000,1. FC Union Berlin,TSG Hoffenheim,FCU,TSG,2,4,0,2,FINAL_WHISTLE,DFL-MAT-J041UU
3,2025-09-13T13:30:00+0000,2025-09-13T13:30:03+0000,1. FC Heidenheim 1846,Borussia Dortmund,FCH,BVB,0,2,0,2,FINAL_WHISTLE,DFL-MAT-J041UW
3,2025-09-13T16:30:00+0000,2025-09-13T16:30:17+0000,FC Bayern München,Hamburger SV,FCB,HSV,5,0,4,0,FINAL_WHISTLE,DFL-MAT-J041UO
3,2025-09-14T13:30:00+0000,2025-09-14T13:30:14+0000,FC St. Pauli,FC Augsburg,STP,FCA,2,1,1,1,FINAL_WHISTLE,DFL-MAT-J041UV
3,2025-09-14T15:30:00+0000,2025-09-14T15:30:11+0000,Borussia Mönchengladbach,SV Werder Bremen,BMG,SVW,0,4,0,2,FINAL_WHISTLE,DFL-MAT-J041US
4,2025-09-19T18:30:00+0000,2025-09-19T18:30:01+0000,VfB Stuttgart,FC St. Pauli,VFB,STP,2,0,1,0,FINAL_WHISTLE,DFL-MAT-J041V2
4,2025-09-20T13:30:00+0000,2025-09-20T13:30:17+0000,SV Werder Bremen,Sport-Club Freiburg,SVW,SCF,0,3,0,1,FINAL_WHISTLE,DFL-MAT-J041V1
4,2025-09-20T13:30:00+0000,2025-09-20T13:30:01+0000,FC Augsburg,1. FSV Mainz 05,FCA,M05,1,4,0,2,FINAL_WHISTLE,DFL-MAT-J041V3
4,2025-09-20T13:30:00+0000,2025-09-20T13:30:03+0000,TSG Hoffenheim,FC Bayern München,TSG,FCB,1,4,0,1,FINAL_WHISTLE,DFL-MAT-J041V4
4,2025-09-20T13:30:00+0000,2025-09-20T13:31:36+0000,Hamburger SV,1. FC Heidenheim 1846,HSV,FCH,2,1,1,0,FINAL_WHISTLE,DFL-MAT-J041V5
4,2025-09-20T16:30:00+0000,2025-09-20T16:30:02+0000,RB Leipzig,1. FC Köln,RBL,KOE,3,1,3,1,FINAL_WHISTLE,DFL-MAT-J041V0
4,2025-09-21T13:30:00+0000,2025-09-21T13:30:03+0000,Eintracht Frankfurt,1. FC Union Berlin,SGE,FCU,3,4,1,2,FINAL_WHISTLE,DFL-MAT-J041UY
4,2025-09-21T15:30:00+0000,2025-09-21T15:30:02+0000,Bayer 04 Leverkusen,Borussia Mönchengladbach,B04,BMG,1,1,0,0,FINAL_WHISTLE,DFL-MAT-J041UX
4,2025-09-21T17:30:00+0000,2025-09-21T17:30:03+0000,Borussia Dortmund,VfL Wolfsburg,BVB,WOB,1,0,1,0,FINAL_WHISTLE,DFL-MAT-J041UZ
5,2025-09-26T18:30:00+0000,2025-09-26T18:30:08+0000,FC Bayern München,SV Werder Bremen,FCB,SVW,4,0,2,0,FINAL_WHISTLE,DFL-MAT-J041V6
5,2025-09-27T13:30:00+0000,2025-09-27T13:29:59+0000,1. FSV Mainz 05,Borussia Dortmund,M05,BVB,0,2,0,2,FINAL_WHISTLE,DFL-MAT-J041V8
5,2025-09-27T13:30:00+0000,2025-09-27T13:30:20+0000,VfL Wolfsburg,RB Leipzig,WOB,RBL,0,1,0,1,FINAL_WHISTLE,DFL-MAT-J041VA
5,2025-09-27T13:30:00+0000,2025-09-27T13:30:00+0000,FC St. Pauli,Bayer 04 Leverkusen,STP,B04,1,2,1,1,FINAL_WHISTLE,DFL-MAT-J041VC
5,2025-09-27T13:30:00+0000,2025-09-27T13:30:00+0000,1. FC Heidenheim 1846,FC Augsburg,FCH,FCA,2,1,0,0,FINAL_WHISTLE,DFL-MAT-J041VD
5,2025-09-27T16:30:00+0000,2025-09-27T16:30:23+0000,Borussia Mönchengladbach,Eintracht Frankfurt,BMG,SGE,4,6,0,5,FINAL_WHISTLE,DFL-MAT-J041V9
5,2025-09-28T13:30:00+0000,2025-09-28T13:29:59+0000,Sport-Club Freiburg,TSG Hoffenheim,SCF,TSG,1,1,1,1,FINAL_WHISTLE,DFL-MAT-J041V7
5,2025-09-28T15:30:00+0000,2025-09-28T15:30:02+0000,1. FC Köln,VfB Stuttgart,KOE,VFB,1,2,1,1,FINAL_WHISTLE,DFL-MAT-J041VE
5,2025-09-28T17:30:00+0000,2025-09-28T17:30:05+0000,1. FC Union Berlin,Hamburger SV,FCU,HSV,0,0,0,0,FINAL_WHISTLE,DFL-MAT-J041VB
6,2025-10-03T18:30:00+0000,2025-10-03T18:29:59+0000,TSG Hoffenheim,1. FC Köln,TSG,KOE,0,1,0,1,FINAL_WHISTLE,DFL-MAT-J041VM
6,2025-10-04T13:30:00+0000,2025-10-04T13:29:59+0000,Bayer 04 Leverkusen,1. FC Union Berlin,B04,FCU,2,0,1,0,FINAL_WHISTLE,DFL-MAT-J041VF
6,2025-10-04T13:30:00+0000,2025-10-04T13:30:02+0000,Borussia Dortmund,RB Leipzig,BVB,RBL,1,1,1,1,FINAL_WHISTLE,DFL-MAT-J041VH
6,2025-10-04T13:30:00+0000,2025-10-04T13:29:59+0000,SV Werder Bremen,FC St. Pauli,SVW,STP,1,0,1,0,FINAL_WHISTLE,DFL-MAT-J041VI
6,2025-10-04T13:30:00+0000,2025-10-04T13:29:59+0000,FC Augsburg,VfL Wolfsburg,FCA,WOB,3,1,1,0,FINAL_WHISTLE,DFL-MAT-J041VL
6,2025-10-04T16:30:00+0000,2025-10-04T16:30:39+0000,Eintracht Frankfurt,FC Bayern München,SGE,FCB,0,3,0,2,FINAL_WHISTLE,DFL-MAT-J041VG
6,2025-10-05T13:30:00+0000,2025-10-05T13:30:01+0000,VfB Stuttgart,1. FC Heidenheim 1846,VFB,FCH,1,0,0,0,FINAL_WHISTLE,DFL-MAT-J041VJ
6,2025-10-05T15:30:00+0000,2025-10-05T15:30:01+0000,Hamburger SV,1. FSV Mainz 05,HSV,M05,4,0,2,0,FINAL_WHISTLE,DFL-MAT-J041VN
6,2025-10-05T17:30:00+0000,2025-10-05T17:30:03+0000,Borussia Mönchengladbach,Sport-Club Freiburg,BMG,SCF,0,0,0,0,FINAL_WHISTLE,DFL-MAT-J041VK
7,2025-10-17T18:30:00+0000,2025-10-17T18:30:35+0000,1. FC Union Berlin,Borussia Mönchengladbach,FCU,BMG,3,1,2,1,FINAL_WHISTLE,DFL-MAT-J041VT
7,2025-10-18T13:30:00+0000,2025-10-18T13:30:03+0000,1. FSV Mainz 05,Bayer 04 Leverkusen,M05,B04,3,4,1,3,FINAL_WHISTLE,DFL-MAT-J041VQ
7,2025-10-18T13:30:00+0000,2025-10-18T13:30:03+0000,RB Leipzig,Hamburger SV,RBL,HSV,2,1,1,0,FINAL_WHISTLE,DFL-MAT-J041VR
7,2025-10-18T13:30:00+0000,2025-10-18T13:30:24+0000,VfL Wolfsburg,VfB Stuttgart,WOB,VFB,0,3,0,1,FINAL_WHISTLE,DFL-MAT-J041VS
7,2025-10-18T13:30:00+0000,2025-10-18T13:30:02+0000,1. FC Heidenheim 1846,SV Werder Bremen,FCH,SVW,2,2,0,0,FINAL_WHISTLE,DFL-MAT-J041VV
7,2025-10-18T13:30:00+0000,2025-10-18T13:30:01+0000,1. FC Köln,FC Augsburg,KOE,FCA,1,1,0,0,FINAL_WHISTLE,DFL-MAT-J041VW
7,2025-10-18T16:30:00+0000,2025-10-18T16:31:05+0000,FC Bayern München,Borussia Dortmund,FCB,BVB,2,1,1,0,FINAL_WHISTLE,DFL-MAT-J041VO
7,2025-10-19T13:30:00+0000,2025-10-19T13:30:01+0000,Sport-Club Freiburg,Eintracht Frankfurt,SCF,SGE,2,2,1,2,FINAL_WHISTLE,DFL-MAT-J041VP
7,2025-10-19T15:30:00+0000,2025-10-19T15:30:01+0000,FC St. Pauli,TSG Hoffenheim,STP,TSG,0,3,0,0,FINAL_WHISTLE,DFL-MAT-J041VU
8,2025-10-24T18:30:00+0000,2025-10-24T18:31:45+0000,SV Werder Bremen,1. FC Union Berlin,SVW,FCU,1,0,0,0,FINAL_WHISTLE,DFL-MAT-J041W0
8,2025-10-25T13:30:00+0000,2025-10-25T13:30:02+0000,Eintracht Frankfurt,FC St. Pauli,SGE,STP,2,0,1,0,FINAL_WHISTLE,DFL-MAT-J041VY
